filename,sentence_number,sentence_text,past_references,future_references
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,19,Aren’t you gonna sit at the head of the table?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,20,Chair sits at the head of the table.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,21,"Thank you, Elliot.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,22,Don’t mind if I do.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,23,"[chuckles]

Is this green or brown?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,24,Let’s try this again.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,25,It’s lovely to see you all.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,26,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,27,"In a couple of minutes, we’ll know if that was right.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,28,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,29,"Okay, first order of business…",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,30,Bill’s not here.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,31,"Maybe we could cut him some slack, given his situation.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,32,Bill is sending his daughter off to college.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,33,He’ll be here any minute.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,34,"[girl] Hey.

Get your shit together.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,35,"I’m gone now, and that’s the way it’s gonna be for the rest of your life.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,36,"Um, you’re not… gone.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,37,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,38,"Yes, I am.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,39,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,40,"And what happened, happened.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,41,[inhales deeply],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,42,"The time when people were, like, leaving casseroles and whatever at the house, it’s over.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,43,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,44,Okay.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,45,Are you finished?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,46,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,47,"Yes, I’m done.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,48,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,49,[Bill] Okay.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,50,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,51,I’m not gonna miss you.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,52,I’m just gonna miss this guy and this guy.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,53,Stop.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,54,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,55,[Bill] Goodbye to you and you.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,56,Uh-,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,57,"huh, okay.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,58,Go.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,59,Get outta here.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,60,Text me when you land.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,61,[girl],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,62,"Okay, stalker.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,63,I’m not gonna sugarcoat this.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,64,We are in dire crisis.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,65,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,66,Enrollments are down more than 30%.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,67,Our budget is being gutted.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,68,It feels like the sea is washing the ground out from under our feet.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,69,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,70,"But in these unprecedented times, we have to prove that what we do in the classroom…

[urinating]

…modeling critical thinking, stressing the value of empathy, is more important than ever, and has value to the public good.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,71,[zipping],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,72,"It’s true, we can’t teach our students coding or engineering.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,73,What we teach them cannot be quantified or put down on a résumé as a skill.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,74,[keys jangling],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,75,But let us have pride in what we can offer future generations.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,76,"[clicking]

We need to remind these young people that knowledge doesn’t just come from spreadsheets or… or Wiki entries.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,77,"Hey, I was thinking this morning about our tech-addled culture, and… and how our students are hyperconnected 24 hours a day, and I was reminded of something, um, Harold Bloom wrote.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,78,"He said, “Information is endlessly available to us.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,79,Where shall wisdom be found?”,1,1
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,80,"[door opens]

They moved my office to the basement under the gym.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,81,"[uproar]

What?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,82,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,83,"All my books, my… my stuff, my drawers, dumped into these open carts that are sitting on the floor of the basement over there right now.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,84,"[uproar]

Why would they do that?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,85,I heard a rumor.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,86,They’re forcing everybody over 55 to take early retirement.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,87,[man 3],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,88,This is the beginning of the end.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,89,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,90,"Okay, people.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,91,"People, let’s try not to panic.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,92,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,93,"Well, it’s easy for you to say.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,94,You’re 51.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,95,I’m 46.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,96,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,97,You’re kidding.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,98,"[inhales deeply]

I want to make you this promise.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,99,I will not allow this department to be ransacked.,1,1
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,100,This is a list of names.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,101,These folks have the highest salaries and lowest enrollments in your department.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,102,I’m sorry to spring this on you your first week.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,103,There’s no one here who’s dispensable.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,104,"Oh, come on.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,105,These old-timers?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,106,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,107,They’re averaging five students a course.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,108,"I mean, I’m not denying their profound contribution to American letters, but…",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,109,[Joan] I got it!,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,110,"[Larson]…we’ve been offering very generous retirement packages, and…",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,111,"So, before I bring out the stick, maybe you could use your persuasive powers as chair.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,112,I’ve got some ideas on how to increase enrollments.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,113,"Now, Yasmin McKay is up for tenure this year.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,114,I wanted to talk to you about giving her the Distinguished Lectureship.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,115,"We can’t talk about opening any lines, or the Distinguished Lectureship.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,116,Student enrollment was down before.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,117,Now it’s catastrophic.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,118,Is that why you put Joan in the basement of the wellness center?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,119,How’d that happen?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,120,"Oh, let me talk to Deb.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,121,"Now, listen.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,122,"I know you, um… I know you had big plans for this year.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,123,I know this place is antiquated.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,124,A lumbering dinosaur.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,125,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,126,"But you remember when I… when I called you, told you you had tenure?",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,127,Remember what I said?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,128,"If anyone can bring Pembroke into the 21st century, it is you.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,129,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,130,"Well…

I just need three names.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,131,"[classical music playing]

[sighs]

Is this Sex and the Novel?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,132,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,133,"Oh, no, this is Survey of American Letters 1850 to 1918!",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,134,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,135,"My office hours are Tuesdays and Thursdays from 1:00 to 2:00, but you can really come anytime because I basically live here.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,136,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,137,Oh!,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,138,"If any of you are on the wait list, shoot me an email.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,139,"[classical music continues]

[indistinct chatter]",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,140,Hey.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,141,Thank you so much for agreeing to chair my tenure case.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,142,Ji-Yoon just gave me the news.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,143,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,144,Sure.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,145,Are…,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,146,Are you okay?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,147,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,148,Why’d she schedule two American Lit courses at the same time?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,149,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,150,"Oh, uh, I don’t know.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,151,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,152,Maybe she thought that our content was different enough.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,153,Sex and the Novel?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,154,That’s what you’re calling this?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,155,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,156,Yeah.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,157,"[gasps] You know, actually, I have a list of external reviewers.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,158,"Um… [smacks lips]

Where is it?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,159,"Shoot, did I…

[footsteps receding]",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,160,"[Ji-Yoon] Between you and me, he’s on the list.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,161,What list?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,162,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,163,What if we combined your sections?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,164,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,165,You want me to co-teach with the chair of my tenure committee?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,166,I want him to see you in action in the classroom.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,167,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,168,He’s gonna think I’m his TA.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,169,There’s,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,170,no way he’s gonna be able to dismiss you when he sees how fuckin’ brilliant you are!,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,171,"I already set my syllabus, so…

Listen, when Bill was an undergrad, Elliot was the one who packed the halls here.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,172,You couldn’t even get into his lectures without special permission unless you…,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,173,"Yeah, and he hasn’t updated those lectures in like 30 years.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,174,Still.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,175,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,176,He makes or breaks careers.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,177,[exhales],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,178,[Ji-Yoon],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,179,"Yaz, I get it.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,180,"When I started, it was like,

“Why’s some Asian lady teaching Emily Dickinson?”",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,181,[chuckles],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,182,But we have a real opening here.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,183,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,184,You’re going up for tenure.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,185,I…,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,186,I’m chair of this department.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,187,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,188,"The dean has my back, so let’s just get your case through, and then let’s fucking shake this place up.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,189,[uplifting music playing],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,190,"[indistinct chatter]

[breathing heavily]",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,191,Shit.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,192,"[grunts]

[student] The male adventure narrative?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,193,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,194,Sure.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,195,Anybody else?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,196,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,197,"When we talk about the American Renaissance, what…",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,198,Okay.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,199,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,200,We’re playing catch up here since our lectures merged.,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,201,"Uh, you wanna help hand these out?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,202,"Um, sure.",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,203,That’s,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,204,"Professor McKay, by the way, who has graciously agreed to join our class.",1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,205,"[students murmuring]

[“Uncontrollable Urge” by Devo playing]

Whoo!",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,206,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,207,Whoo!,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,208,,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,209,"Oh… [grunts]

[brakes screeching]

[panting]

Professor Dobson?",0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,210,Are you okay?,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,211,[spits],0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,212,[Joan] “Love is blind.”,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,213,Who popularized the phrase?,1,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,214,You can all probably guess.,0,0
/Users/jmanning/prediction-retrodiction-paper/data/the_chair/the_chair_s1e1_transcript.txt,215,,0,0
