no,session,trial,segment,story,segment_num,condition,with_char,sub,sub_session,res_1,res_1_simi_info,res_1_simi_info_z,res_1_simi_self,res_1_simi_self_z,res_1_simi_other,res_1_simi_other_z,res_1_MAD,res_1_MAD_z,res_1_MD,res_1_MD_z,res_1_MAD_sub,res_1_MAD_sub_z,res_1_MD_sub,res_1_MD_sub_z,res_1_MAD_oppo_sub,res_1_MAD_oppo_sub_z,res_1_MD_oppo_sub,res_1_MD_oppo_sub_z,res_1_score,res_1_conf,res_2,res_2_score,res_2_conf,res_3,res_3_score,res_3_conf,version,cond_1,cond_direction,cond_amount,base_segment,base_seg_num,segment_pair,segment_count,label,characters,hit_char,res_1_simi_otherseg_01,res_1_simi_otherseg_02,res_1_simi_otherseg_03,res_1_simi_otherseg_04,res_1_simi_otherseg_05,res_1_simi_otherseg_06,res_1_simi_otherseg_07,res_1_simi_otherseg_08,res_1_simi_otherseg_09,res_1_simi_otherseg_10,res_1_simi_otherseg_11,hit,scenes,note,match_seg_num,is_seg_matched
22,3,23,1_08,1,8,p_r,True,0116-1,0116-1,Beth meets April for the first time. April is very sweet and Beth is surprised. ,,,0.7339462637901306,0.9372284314570299,0.6237574635752878,0.7311320926790215,0.77909284614106,1.0430581907098246,0.7591525128453138,0.99421177274223,0.5954025583680692,0.685994384777895,0.6043587950260924,0.6999858492925342,0.5932364264879157,0.6826452992895286,0.5834760701173799,0.6677169195942811,,4.0,,,,,,,exp,p_r,f,p_r/r_p,1_07,7,,7,1_08 : p_r,"Beth, April",True,0.44887334305311066,0.3139376479862215,0.40165411731105993,0.3878346113843989,0.5023353987174749,0.33211139088188535,0.40033552897125374,0.6034550202690157,0.5670911613415771,0.4866501597099693,0.43338962444093987,1,832 802 0,,8,True
23,3,24,1_08,1,8,recall_f,True,0116-1,0116-1,Beth meets April and starts crying. April offers her a tissue and also a friendship. Beth accepts. ,,,,,,,0.88297191,1.3890963097046996,0.8687702860242656,1.3280432815682408,0.7225466161298918,0.9129530662826386,0.7141466095978288,0.8955957868038996,0.7230385972254618,0.9139832405690484,0.7208060115104931,0.909320615964213,,5.0,,,,,,,exp,recall_p,f,recall_f/recall_b,1_08,8,,7,1_08 : recall_f,"Beth, April",True,0.43108367078602194,0.3275849851565865,0.4394124873312702,0.4415861616226766,0.5196823145785725,0.35963801492645886,0.44863808369032426,0.7090848760973707,0.5554592905176214,0.49930944907024233,0.43486141834903025,0,801 802 803 804,,8,True
24,3,25,1_09,1,9,p_recall,True,0116-1,0116-1,Beth and April talk at the diner. April reveals she's having an affair with a married man. Beth asks why men cheat. April replies that wives can be boring and men need more passion. ,,,,,0.7491436803887735,0.9710006391321461,0.7942303430415713,1.0827870288273065,0.7999924361607982,1.0985912783568095,0.7491436803887735,0.9710006391321461,0.7578606360723759,0.991169678285577,0.7478555941164684,0.968071489066945,0.7430529510390838,0.9572616979083443,,5.0,,,,,,,exp,recall_p,f,p_recall/r_recall,1_09,9,,8,1_09 : p_recall,"Beth, April",True,0.4493292327514643,0.39462424701888643,0.4878894797133141,0.48384325839313114,0.6003257581507757,0.45511659295210993,0.5395008353715067,0.6265987027700782,0.7576940842575894,0.4424324343062087,0.488443577663613,0,901 902 903,,9,True
25,3,26,1_10,1,10,p0,False,0116-1,0116-1,Beth takes on a new persona by changing the way she looks and acts. She tries to be less boring. ,,,0.680431604385376,0.8299173125427496,0.5990897616290686,0.6917261447867369,0.5901006410421791,0.6778204629269882,0.5894393525755289,0.6768064831169955,0.6234314402444524,0.7305986163823768,0.5993313812407274,0.6921031178189168,0.5566999095871531,0.6280382356284566,0.5582556989354108,0.6302955613239904,,3.0,,,,,,,exp,p0,f,p0/r0,1_09,9,1_09-10,9,1_10 : p0,Beth,True,0.41320461421747745,0.28782627275997874,0.40574515605386396,0.38726792567879553,0.43641745182406755,0.4053561305031801,0.419552397322291,0.4985969751685163,0.5152173021281763,0.5849235395757282,0.54368719043461,1,1031 0,,10,True
26,3,27,1_10,1,10,p,True,0116-1,0116-1,Beth takes on a new persona by changing the way she looks and acts. She tries to be less boring. ,,,0.680431604385376,0.8299173125427496,0.5990897616290686,0.6917261447867369,0.5948628888303312,0.6851587462487188,0.5974732529621146,0.6892084480665059,0.6388355282201884,0.7562038848865105,0.6471696293984842,0.7704131564656018,0.5681191346278283,0.6447412005654979,0.5816242425247211,0.6649138147698714,,4.0,,,,,,,exp,p,f,p/r,1_09,9,1_09-10,9,1_10 : p,Beth,True,0.41320461421747745,0.28782627275997874,0.40574515605386396,0.38726792567879553,0.43641745182406755,0.4053561305031801,0.419552397322291,0.4985969751685163,0.5152173021281763,0.5849235395757282,0.54368719043461,1,1031 0,,10,True
27,3,28,1_11,1,11,p_r_recall,True,0116-1,0116-1,Beth buys a new dress for Rob and wears it for him. He doesn't notice until she tells him. This makes her mad. ,,,,,,,0.8112206709371568,1.130588769481529,0.8121242135591462,1.1332370003695678,0.7980538467871167,1.0932295345640353,0.7906275594670948,1.0731033755443629,,,,,,5.0,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,1_11,11,,10,1_11 : p_r_recall,"Beth, Rob",True,0.5563355486239282,0.5136666166408529,0.548816106472238,0.5551482081563495,0.6375163411192601,0.5707573896467704,0.548204630546187,0.491797357309546,0.5493606371573669,0.6161060561501017,0.7673469015064469,0,1102 1103 1108 1003,,11,True
28,3,29,1_10,1,10,p_r,True,0116-1,0116-1,Beth buys a new dress and gets her nails done. ,,,0.7658792734146118,1.010283554667412,0.6613306248933593,0.7951749023582502,0.7261308158281862,0.9204935488724416,0.7319657768093135,0.9329488293741895,0.7263922006153757,0.9210466924564923,0.7426905605206334,0.9564530458936364,0.5792898184642293,0.6613931756346364,0.6055737582668693,0.701902148559679,,4.0,,,,,,,exp,p_r,f,p_r/r_p,1_09,9,,9,1_10 : p_r,Beth,True,0.4120888261688127,0.29140547640992676,0.3948716532186496,0.3693992254704799,0.4133144872669314,0.3425051528421593,0.3798832747069083,0.41301019350610035,0.3719787269908386,0.6742403946223052,0.525826582317971,1,1003 1052,,10,True
29,3,30,1_10,1,10,recall_f,True,0116-1,0116-1,Beth buys new things and gets her hair done. ,,,,,,,0.724587787995653,0.9172372046634922,0.7293948868500328,0.9274331193790599,0.7020339243614292,0.8712998005529113,0.7140309237316002,0.8953597304035579,0.6360512449491567,0.751513882546064,0.6285396984041282,0.7389985015111781,,5.0,,,,,,,exp,recall_p,f,recall_f/recall_b,1_10,10,,9,1_10 : recall_f,Beth,True,0.4056856231931367,0.2886822960594446,0.4069461322964754,0.3806817198845178,0.40147325384376154,0.3681465838325403,0.3746330480656223,0.4429606497496663,0.3982482319527584,0.6660554091329729,0.48472128669625514,0,1003 1004,,10,True
30,3,31,1_11,1,11,p_recall,True,0116-1,0116-1,"Beth dresses up for Rob, but he doesn't care so she becomes frustrated. ",,,,,0.72626150071893,0.920770049233741,0.7619248710021913,1.000787937596253,0.7643434047302056,1.0065791254800214,0.72626150071893,0.920770049233741,0.7354845883943942,0.9405712192554692,0.7194739348353689,0.9065535133008579,0.7255544412235052,0.9192753902139597,,5.0,,,,,,,exp,recall_p,f,p_recall/r_recall,1_11,11,,10,1_11 : p_recall,"Beth, Rob",True,0.5346146751003847,0.4903820753393018,0.49915492927084515,0.503866360199194,0.6200476460822653,0.5961387096515113,0.49733508069758614,0.4860024555178538,0.5533116256339012,0.5601252490741644,0.7226043037372576,0,1102 1103 1108,,11,True
31,5,1,2_11,2,11,r_recall,True,0116-1,0116-1,"Simone finds out Naomi, her best friend, has known about her husband's affair for over a year. She gets revenge by telling Naomi's son, Tommy, that she will hook up with him. ",,,,,0.7562669231849634,0.9874360449981375,0.7914222720838863,1.0752266906081456,0.7971525126250041,1.0907521754547547,0.7562669231849634,0.9874360449981375,0.7519307752308306,0.9773829597562852,0.78384039383326,1.0552533957699488,0.7855206729056149,1.059625994321434,,5.0,,,,,,,exp,recall_r,b,p_recall/r_recall,2_11,11,,0,2_11 : r_recall,"Simone, Naomi, Tommy",True,0.46396613162203937,0.6652508353566555,0.5510739875548727,0.4589047358519774,0.5310568675120629,0.459037879855537,0.6247033883471627,0.4950456282199623,0.6359804324075995,0.5384145754574567,0.7723886619599027,0,1103 1107 1201,,11,True
32,5,2,2_10,2,10,r0,False,0116-1,0116-1,Naomi and Simone attend a workout class together. ,,,0.30977270007133484,0.3202939631067831,0.2700602906631212,0.27692885525335054,0.690597936754535,0.8490979737089769,0.6558767358097558,0.7855429889764741,0.4227717468276735,0.4510622040303301,0.41686339361583247,0.4438896772602615,0.4079513138675077,0.4331510431549517,0.3913699317710998,0.4134167306956999,,2.0,,,,,,,exp,r0,b,p0/r0,2_11,11,2_10-11,1,2_10 : r0,"Simone, Karl",False,0.33716095130888474,0.505822056388253,0.33161495781757633,0.3134538235829255,0.27460630922299584,0.2745915609928308,0.2736423135065791,0.27838764454742504,0.3233986526485365,0.26975304740233064,0.5332911770716233,0,1,,11,False
33,5,3,2_10,2,10,r,True,0116-1,0116-1,Simone and Karl have breakfast before Simone heads to her workout class and Karl goes to work. ,,,0.5606504678726196,0.6337813414504705,0.5375755899412226,0.6007395283886183,0.6558486003046036,0.7854936149421183,0.6531963198215465,0.780853499936595,0.6037630805899834,0.6990478792275647,0.5978290814834839,0.6897619970685095,0.6100589276702344,0.709015213614506,0.5960706973881941,0.6870301022624856,,2.0,,,,,,,exp,r,b,p/r,2_11,11,2_10-11,1,2_10 : r,"Simone, Karl",True,0.5729283217364205,0.5081102535618955,0.5210292672642282,0.5548804429102207,0.5127635992976953,0.5208522852658117,0.40207411174650326,0.5594932012703643,0.4048525209812658,0.5271788216668614,0.48095599889718105,0,1 1051 1,,1,False
